,index,song_gn_dtl_gnr_basket,issue_date,album_name,album_id,artist_id_basket,song_name,song_gn_gnr_basket,artist_name_basket,id
249852,250237,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20130515,달과 바둑이 1집,2185277,[714696],"눈, 오네",GN0800,['달과 바둑이'],250237
249855,250240,"['GN1402', 'GN1401']",20160115,Lost The Feeling,2662091,[882332],Lost The Feeling,GN1400,['The Saint Johns'],250240
249888,250273,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20160414,달라고,2679299,[717128],봄이 되어 주었다,GN0800,['플레이모드'],250273
249922,250307,"['GN0804', 'GN0801']",20050101,다 잘될거야,300692,[1148],이룰수 없는 사랑,GN0800,['장철웅'],250307
249929,250314,"['GN0804', 'GN0801']",20060908,바람 눈물 그리고 산,326567,[847],설악아 잘있거라,GN0800,['신현대'],250314
250028,250414,"['GN0501', 'GN0502', 'GN0801', 'GN0509']",20151015,Cosmetic Sound,2644928,[906105],"만나고 만나도 (Feat. 김디노 Of 아프로디노, 잔다크)",GN0800,['코스메틱사운드'],250414
250082,250468,"['GN1401', 'GN1407', 'GN1404']",20090608,"One To The Heart, One To The Head",990258,[50285],Blue Mountains Of Mexico (With Tom Russell),GN1400,['Gretchen Peters'],250468
250207,250593,"['GN0508', 'GN0501', 'GN0502', 'GN0801', 'GN0804']",20091103,시시콜콜한 이야기,711173,[254276],Did I Say,GN0800,['양양'],250593
250224,250610,"['GN1401', 'GN1407', 'GN1404']",20080929,OH (Ohio),2214032,[178459],Ohio,GN1400,['Lambchop'],250610
250232,250618,"['GN0805', 'GN0509', 'GN0502', 'GN0801', 'GN0501']",20191204,月見草 : 밤에 피는 꽃,10360145,[2634396],SUBWAY,GN0800,['정예원 (YEWON)'],250618
250243,250629,"['GN0801', 'GN0803']",19920700,Yemin 2,4296,[863],겨울이 오는길에,GN0800,['예민'],250629
250247,250633,"['GN1402', 'GN1401', 'GN1407']",20190108,Quietly,10239832,[1824006],Quietly,GN1400,['Sive'],250633
250259,250645,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20151204,Try Again And Again,2654558,[745041],Try Again And Again,GN0800,['레드벨벳'],250645
250261,250647,"['GN1403', 'GN1401', 'GN1013', 'GN1001']",20070904,"Solos, Sessions & Encores",360707,[231174],Goin` Down (Live) (With Jeff Beck),GN1400,['Stevie Ray Vaughan'],250647
250419,250805,"['GN0804', 'GN0801']",20061102,4월과 5월,331370,[102000],옛사랑,GN0800,['4월과 5월'],250805
250422,250808,"['GN0501', 'GN0502', 'GN0801', 'GN0509']",20150422,April,2315079,[839055],"You`re The One (Vocal 오스카, 유가희)",GN0800,['화린'],250808
250438,250824,"['GN1403', 'GN1401', 'GN1405']",19770000,Unk In Funk,355500,[30063],Rollin` And Tumblin`,GN1400,['Muddy Waters'],250824
250455,250841,"['GN1401', 'GN1404']",20130205,Red,2176205,[325867],We Are Never Ever Getting Back Together (Karaoke Version),GN1400,['Taylor Swift'],250841
250478,250864,['GN0801'],20001201,노동가요 명곡선집 1,301772,[101058],민중의 노래,GN0800,['꽃다지'],250864
250518,250904,"['GN1401', 'GN1404']",20171220,Buddy Holly Versus Eddie Cochran,4201307,[27218],That`ll Be The Day,GN1400,['Buddy Holly'],250904
250570,250956,"['GN0805', 'GN0801']",20130909,Her Voice,2198380,[643851],Drunken Shrimp,GN0800,['Lim Kim'],250956
250633,251019,"['GN0805', 'GN0801']",20110720,`명불허전` 김광석 다시듣기,1343255,[184730],새장속의 친구,GN0800,['타루'],251019
250640,251026,"['GN0801', 'GN0803']",19890530,멀고 먼 길,361182,[2268],하루아침,GN0800,['한대수'],251026
250648,251034,"['GN1402', 'GN1401']",19690100,What We Did On Our Holidays,19752,[104349],Meet On The Ledge,GN1400,['Fairport Convention'],251034
250677,251063,"['GN1401', 'GN1407', 'GN1404']",20060530,A Tribute To Keith Urban,930753,[465132],Tonight I Wanna Cry,GN1400,['Country Dance Kings'],251063
250686,251072,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20170824,Reality,10090197,[720268],Reality,GN0800,['기덕 (9duck)'],251072
250718,251104,"['GN0501', 'GN0502', 'GN0801', 'GN0509']",20171208,위로,10118125,[1629323],지나간다,GN0800,['반달'],251104
250749,251135,"['GN0805', 'GN0801']",20160530,Acoustic Indie (어쿠스틱 인디),2687716,[665531],이게 바로 사랑,GN0800,['강아솔'],251135
250811,251197,"['GN1401', 'GN1404']",20151106,Country - The Collection (컨트리 팝 베스트),2649192,[104310],I Walk The Line,GN1400,['The Everly Brothers'],251197
250921,251307,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20120801,One Point Relief,2139014,[687075],화창한 휴일,GN0800,['머쉬룸즈'],251307
250993,251379,"['GN1401', 'GN1407', 'GN1404']",20190614,"Wild Blue, Part I",10296827,[714453],One Good Reason,GN1400,['Hunter Hayes'],251379
251058,251444,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20171114,곡예,10111033,[607864],직업다운 직업,GN0800,['김제형'],251444
251062,251448,"['GN1402', 'GN1401', 'GN1406']",19980512,A Painter Passing Through,63118,[104536],A Painter Passing Through ,GN1400,['Gordon Lightfoot'],251448
251100,251486,"['GN0804', 'GN0801']",20060412,싱글앨범,316810,[182532],남쪽 끝섬,GN0800,['하찌와 TJ'],251486
251134,251520,"['GN1401', 'GN1404', 'GN1405']",19670000,Johnny Cash‘s Greatest Hits,47141,[28188],I Walk The Line,GN1400,['Johnny Cash'],251520
251155,251541,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20141106,금요일 냄새,2289385,[772582],금요일 냄새,GN0800,['동동주라떼'],251541
251195,251581,"['GN1402', 'GN1401']",19751100,The Hissing Of Summer Lawns,60667,[26645],In France They Kiss On Main Street ,GN1400,['Joni Mitchell'],251581
251198,251584,"['GN1402', 'GN1401']",20110517,Two,1279167,"[58745, 541014]",Blue Fields,GN1400,"['Kathryn Williams', 'Neill MacColl']",251584
251301,251687,"['GN1401', 'GN1407', 'GN1404']",20050726,Make A Wish,98490,[29745],Nobody Knows,GN1400,['Kevin Sharp'],251687
251333,251719,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20140902,LUCIA : 꿈결 속의 멜로디 ep.02,2279913,[177241],오필리아 (Ophelia),GN0800,['심규선 (Lucia)'],251719
251427,251814,"['GN1402', 'GN1401']",20040329,The Very Best Of Jackson Browne,1228956,[28093],In the Shape of A Heart (Live Ver.),GN1400,['Jackson Browne'],251814
251430,251817,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20141104,1st Single 하루종일 난,2288883,[789301],하루종일 난,GN0800,['라꼼마 (Lacomma)'],251817
251436,251823,"['GN0804', 'GN0801']",20090205,거지 Blues,492653,[342766],거지 Blues,GN0800,['E Day'],251823
251442,251829,"['GN1401', 'GN1404']",20160617,Ain`t No Stopping Us Now,2691415,[982650],Ain`t No Stopping Us Now,GN1400,['Kane Brown'],251829
251443,251830,"['GN1402', 'GN1401']",20130820,The Lumineers (Deluxe Edition),2211604,[669656],Morning Song,GN1400,['The Lumineers'],251830
251474,251861,"['GN0501', 'GN0502', 'GN0801', 'GN0509']",20160708,"바나나 우유, 토닥여줄게",2696459,[967974],바나나 우유,GN0800,['영민 (브리튼 치즈)'],251861
251516,251903,"['GN1401', 'GN1404']",20151127,The 21 Project,2653150,[714453],21,GN1400,['Hunter Hayes'],251903
251522,251909,"['GN1402', 'GN1401']",20140815,The Complete Studio Albums Collection,2275969,[12226],Take This Waltz (Paris Ver.),GN1400,['Leonard Cohen'],251909
251528,251915,"['GN0801', 'GN0803']",19921100,세가지 소원,4337,[100712],국민학교 동창회 가던 날,GN0800,['여행스케치'],251915
251580,251967,"['GN0508', 'GN0804', 'GN0502', 'GN0801', 'GN0501']",20070216,The Light Of Songs,345486,[2800],그대 손으로,GN0800,['루시드폴'],251967
251618,252005,['GN0801'],20111213,29에게,2047830,[559915],"29, 어느날의 산책",GN0800,['양빛나라'],252005
251636,252023,"['GN1402', 'GN1401']",20031122,The Essential Simon & Garfunkel (Re-Brand),33315,[102837],El Condor Pasa (If I Could),GN1400,['Simon & Garfunkel'],252023
251654,252041,['GN0801'],19961100,남준봉,4335,[100712],와인빛 꿈,GN0800,['여행스케치'],252041
251660,252047,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20130715,행복해,2192656,[493783],행복해 (Feat. 타루),GN0800,['커피소년'],252047
251711,252098,"['GN1401', 'GN1404']",20181102,The Greatest Gift Of All (Big Machine Radio Release Special),5647788,[181223],A Strange Way To Save The World,GN1400,['Rascal Flatts'],252098
251724,252111,"['GN1402', 'GN1401']",19981013,The Bootleg Series Vol.4  1966 The Royal Albert Hall Concert,300825,[7313],I Don`T Believe You (She Acts Like We Never Have Met),GN1400,['Bob Dylan'],252111
251758,252145,['GN0801'],20170502,봄이 와,10059288,[716835],봄이 와,GN0800,['김기미'],252145
251778,252165,"['GN1402', 'GN1401']",20100514,"Close-Up Vol. 1, Love Songs",892452,[2119],Caramel,GN1400,['Suzanne Vega'],252165
251803,252191,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20140613,3rd Part.1 `Eudaimonia`,2260629,[305169],무너져,GN0800,['바닐라 어쿠스틱'],252191
251849,252237,"['GN1402', 'GN1401']",20100510,Derivatives,2124833,[526982],I Kissed A Girl,GN1400,['William Fitzsimmons'],252237
251870,252258,"['GN0801', 'GN0802']",19790000,물레,310111,[16793],물레,GN0800,['유한그루'],252258
251878,252266,"['GN0805', 'GN0501', 'GN0502', 'GN0801']",20190328,"One, Hope, Unification",10266807,[2636799],꿈을 안고,GN0800,['OHU (오후)'],252266
251886,252274,"['GN1402', 'GN1401']",19680600,Fairport Convention (Bonus Tracks),64702,[104349],If (Stomp),GN1400,['Fairport Convention'],252274
251892,252280,"['GN1402', 'GN1401']",20120810,Acoustic Love Notes,2139829,[488084],One Last Cry,GN1400,['Sabrina'],252280
251898,252286,"['GN0805', 'GN0801']",20161223,A,10025427,[1274042],좋아,GN0800,['Sundae (선데)'],252286
251932,252320,"['GN0501', 'GN0502', 'GN0801', 'GN0509']",20140410,너의 친구,2250269,[749751],너의 친구,GN0800,['이매진'],252320
251976,252364,"['GN1401', 'GN1404']",20081118,The Foundation,792256,[452081],Jolene,GN1400,['Zac Brown Band'],252364
252014,252402,"['GN1402', 'GN1401', 'GN1405']",19720000,Blue River,45596,[43534],Pearl`s Goodtime Blues,GN1400,['Eric Andersen'],252402
252041,252430,"['GN1402', 'GN1401']",20180605,Impossible Air,10181159,[1628356],Impossible Air,GN1400,['Nathan Salsburg'],252430
252043,252432,['GN0801'],20100225,추남,813659,[46],추남,GN0800,['이동원'],252432
252066,252455,"['GN1401', 'GN1404']",19890808,Country Love Songs,62177,[220018],Lookin` For Love ,GN1400,['Johnny Lee'],252455
252074,252463,"['GN1403', 'GN1401', 'GN1405']",19770000,Hard Again,47175,[30063],I Can`t Be Satisfied,GN1400,['Muddy Waters'],252463
252082,252471,"['GN1403', 'GN1401']",20040602,Shave `Em Dry : The Best Of Lucille Bogan,47863,[162879],Skin Game Blues,GN1400,['Lucille Bogan'],252471
252086,252475,['GN0801'],19901111,백미현 3집,6206,[15293],눈이 내리면,GN0800,['백미현'],252475
252089,252478,"['GN1402', 'GN1401']",20111228,Live From The Union Chapel (Korean Tour Edition),2055628,[165435],Volcano (Live From Union Chapel),GN1400,['Damien Rice'],252478
252090,252479,['GN0801'],20050426,7080 가요산책 Vol.2,308439,[812],잊지는 말아야지,GN0800,['백영규'],252479
252131,252520,"['GN1403', 'GN1401']",20030715,Hard Time Killing Floor Blues,338239,[57393],Sick Bed Blues,GN1400,['Skip James'],252520
252149,252538,"['GN1402', 'GN1401']",20161122,The Collapse,10016972,[231716],Opening Night,GN1400,['Pajaro Sunrise'],252538
252168,252557,"['GN0805', 'GN0801']",20170106,그댄 내게,10028841,[684593],고양이의 아침,GN0800,['그네와 꽃'],252557
252194,252584,"['GN0805', 'GN0801']",20140718,너 사용법 Deluxe Edition,2267980,[601979],Slow Dance,GN0800,['에디킴'],252584
252198,252588,"['GN1401', 'GN1404']",19940101,Roy Clark & Joe Pass Play Hank Williams,3005351,[1291073],I Can`t Help It (If I`m Still in Love With You,GN1400,['Roy Clark & Joe Pass'],252588
252202,252592,"['GN0801', 'GN0803']",19960000,조동진 5,4784,[530],멀고 먼 섬,GN0800,['조동진'],252592
252247,252638,"['GN0805', 'GN0801']",20150507,희한한 시대,2317016,[452902],내가 사라졌으면 좋겠어 (Narr. 정은채),GN0800,['옥상달빛'],252638
252253,252644,"['GN0805', 'GN0509', 'GN0502', 'GN0801', 'GN0501']",20181002,지금이라도,10208501,[1134375],지금이라도,GN0800,['Iris (아이리스)'],252644
252257,252648,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20171204,허수아비들의 겨울잡담,10116352,[881466],허수아비와 춤을,GN0800,['도마'],252648
252293,252684,"['GN1401', 'GN1404']",20140912,Greatest Hits: Evolution,262826,[167379],Sticks and Stones,GN1400,['Tracy Lawrence'],252684
252318,252709,"['GN0805', 'GN0801']",20141003,슈퍼스타K6 곽진언 vs 김필,2284514,"[770167, 561051]",걱정말아요 그대 (Inst.),GN0800,"['곽진언', '김필']",252709
252330,252721,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20150813,그런 사이,2334651,[754429],그런 사이,GN0800,['다방'],252721
252364,252755,"['GN1501', 'GN0801', 'GN1504']",19941012,산울림 김창완의 새로운 여행,9870,[751],하얀 손길에 담은 약속,GN0800,['김창완'],252755
252398,252789,"['GN1402', 'GN1401']",20161130,Winter & Acoustic Pop,10019331,[861608],Simply Yours,GN1400,['The Finger Puppets'],252789
252400,252791,"['GN1401', 'GN1404']",20180201,Jim Reeves - Best & Hits Collection A (짐 리브스 베스트 & 히트 컬렉션),4393393,[28058],He`ll Have to Go,GN1400,['Jim Reeves'],252791
252419,252810,"['GN1401', 'GN1404']",20100416,Let Me Get Close To You,864166,[5946],Now I Lay Me Down To Weep,GN1400,['Skeeter Davis'],252810
252424,252815,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20190531,소년챔프 볼륨 둘,10291988,[2061748],소풍날 (With 이슬 of 프릴로디),GN0800,['소년챔프'],252815
252434,252825,['GN0801'],20170227,Only You,10041731,[719516],Only You,GN0800,['하동연'],252825
252437,252828,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20160707,오늘부터 맑음,2696040,[186527],오늘부터 맑음,GN0800,['달콤한비누'],252828
252447,252838,['GN0801'],20140228,7080 유명한 가수 알려지지 않은 노래,2241910,[16],외로운 사람들,GN0800,['이정선'],252838
252525,252916,"['GN1501', 'GN0801', 'GN1504']",20180705,김비서가 왜 그럴까 OST Part.7,10182257,[756963],토로,GN0800,['윤딴딴'],252916
252551,252942,"['GN1401', 'GN1404']",20191108,What You See Is What You Get,10348871,[1758374],"1, 2 Many (feat. Brooks & Dunn)",GN1400,['Luke Combs'],252942
252668,253059,"['GN0805', 'GN0509', 'GN0502', 'GN0801', 'GN0501']",20151123,보여줘요,2652116,[915963],보여줘요 (Feat. 정현웅),GN0800,['황예원'],253059
252681,253072,"['GN0805', 'GN0801']",20150421,Marry Me,2315014,[561051],Marry Me (Inst.),GN0800,['김필'],253072
252685,253076,"['GN1402', 'GN1401']",20160331,(WM) Acoustic Spring,2676575,[831286],Off The Beaten Track (Underscore),GN1400,['Barry Keller'],253076
252728,253119,"['GN1403', 'GN1401']",20030304,Let's Cut It - The Very Best Of Elmore James,321124,[27494],Wild About You Baby,GN1400,['Elmore James'],253119
252750,253141,"['GN0801', 'GN0103']",19970201,Nostalgia,4301,[863],키요라 (Kiaora),GN0800,['예민'],253141
252757,253148,"['GN1402', 'GN1401']",20141212,The Essential Donovan,2948063,"[28428, 1255852]",Barabajagal (Love Is Hot),GN1400,"['Donovan', 'Jeff Beck Group']",253148
252767,253158,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20150828,할랑할랑 (Vocal 주예인),2337191,[750663],할랑할랑 (Vocal 주예인),GN0800,['소울 페이퍼'],253158
252803,253194,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20110817,티켓 두 장 주세요,2007851,[560015],어서 와,GN0800,['하와이'],253194
252829,253220,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20100818,유년에게,999638,[108185],봄이 오는 동안,GN0800,['재주소년'],253220
252839,253230,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20130415,Scenes,2181478,[721624],봄이 오는 소리,GN0800,['선인장'],253230
252867,253258,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20191024,연월,10342691,[2061655],연월,GN0800,['이소 (e_so)'],253258
252895,253286,"['GN1401', 'GN1404']",20060620,The Complete Atlantic Sessions,324375,[27238],Whiskey River,GN1400,['Willie Nelson'],253286
252906,253297,"['GN0805', 'GN0801']",20131118,Goodbye 20,2216499,[643851],Rain,GN0800,['Lim Kim'],253297
252924,253315,"['GN1402', 'GN1401']",20160623,All Day All Night,2693124,[990188],All Day All Night,GN1400,['River Whyless'],253315
252983,253375,"['GN1501', 'GN0801', 'GN1504']",20160830,싸우자 귀신아 OST,2707630,"[915499, 738423]",너만 보여,GN0800,"['류지현', '우유 (김민지)']",253375
253006,253398,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20130520,Sugar Bubble Acoustic Take One,2185625,[724236],주문에 걸려라 (Acoustic Ver.),GN0800,['슈가버블 어쿠스틱'],253398
253008,253400,['GN0801'],20151106,코끝이 찡,2649036,[60113],The way back home,GN0800,['이지형'],253400
253033,253425,"['GN0501', 'GN0502', 'GN0801', 'GN0509']",20170605,Love Latte,10068307,[780261],사랑라떼 (Feat. 오혜금),GN0800,['제이멜로우'],253425
253043,253435,"['GN1403', 'GN1401', 'GN1405']",19770000,Hard Again,47175,[30063],Crosseyed Cat,GN1400,['Muddy Waters'],253435
253057,253449,"['GN1402', 'GN1401']",20170904,Lineage,10092770,[1907844],Who Are We,GN1400,['Ian Randall Thornton'],253449
253074,253466,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20171101,Forget,10107745,[732108],어디에 뒀을까,GN0800,['카멜'],253466
253076,253468,"['GN1401', 'GN1404']",20051010,Real Fine Place,90795,[194332],A Real Fine Place To Start,GN1400,['Sara Evans'],253468
253079,253471,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20180411,"벚,꽃",10156664,[773689],봄날 (Look at me),GN0800,['은종'],253471
253094,253486,"['GN1402', 'GN1401', 'GN1407']",20180830,B-Sides & Instrumentals,10198121,[990331],Useless,GN1400,['Stephen Steinbrink'],253486
253160,253552,"['GN1401', 'GN1404']",20171009,"Country Trails, Vol. 1",4437532,[862556],Ida Dance,GN1400,['Dick Curless'],253552
253161,253553,"['GN1401', 'GN1404']",20141106,White Christmas,2291104,[28397],"Baby, It`s Cold Outside",GN1400,['Martina McBride'],253553
253181,253573,['GN0801'],20170112,밥 먹자,10030464,[4060],밥 먹자,GN0800,['김형섭'],253573
253194,253586,"['GN1402', 'GN1401']",20151002,Omaha,2642822,[782883],That&#39;s The Thing,GN1400,['Falls'],253586
253197,253589,"['GN0501', 'GN0502', 'GN0801', 'GN0509']",20160422,봄소품집,2680971,[521202],핑-퐁 (Feat. 아몬드),GN0800,['클럼지'],253589
253227,253619,"['GN0805', 'GN0801']",20160729,두근두근 콩닥콩닥,2700765,[993864],두콩 (두근두근 콩닥콩닥),GN0800,['심심한 오후'],253619
253243,253635,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20190827,여름으로,10321775,[1909870],여름으로,GN0800,['멜로디레인 (Melody Rain)'],253635
253271,253663,['GN0801'],20140307,7080 불후의 명곡들,2239580,[833],왜 불러,GN0800,['송창식'],253663
253274,253666,['GN0801'],20150811,High Heel Project #2. It’s Alright,2333978,[826743],괜찮아 잘 될거야 (Inst.),GN0800,['하이힐'],253666
253279,253671,"['GN1401', 'GN1404']",20030303,American IV : The Man Comes Around,64956,[28188],First Time Ever I Saw Your Face (Album Version),GN1400,['Johnny Cash'],253671
253293,253685,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20161117,왼손편지,10016062,[44517],만약에,GN0800,['황영원'],253685
253341,253734,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20100914,원모어찬스,1023955,[472980],자유인,GN0800,['원 모어 찬스 (one more chance)'],253734
253353,253747,"['GN0801', 'GN0803']",20120904,배따라기 (창밖의 낙엽은 그대론데),2171027,[100751],창밖의 낙엽은 그대론데,GN0800,['배따라기'],253747
253376,253770,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20151105,저기 우리가 있을까,2648883,[428900],웃어줘,GN0800,['좋아서하는밴드'],253770
253421,253816,"['GN1402', 'GN1401']",20041005,Songs And Artists That Inspired Fahrenheit 9/11,306386,[28124],Hallelujah,GN1400,['Jeff Buckley'],253816
253422,253817,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20111129,Down To Earth,2041994,[230389],걱정하지 말아요,GN0800,['시와'],253817
253460,253855,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20160716,4th Album `Sweet chemistry`,2698178,[305169],"사랑일까, 우리",GN0800,['바닐라 어쿠스틱'],253855
253483,253878,"['GN1401', 'GN1406', 'GN1404']",19940919,Timepiece,50090,[5944],You Are So Beautiful,GN1400,['Kenny Rogers'],253878
253528,253925,['GN0801'],20050426,7080 가요산책 Vol.2,308439,[7],떠나가는 배,GN0800,['정태춘'],253925
253563,253960,"['GN1401', 'GN1404']",20150918,Brother Can You Spare A Dime?,2648171,[54692],Brother Can You Spare A Dime?,GN1400,['Tim O`Brien'],253960
253568,253965,"['GN0805', 'GN0509', 'GN0801']",20200327,1/2,10409043,[1910474],회상,GN0800,['장우재'],253965
253595,253992,['GN0801'],20171123,취.준.생. (나의 잘못이 아니라 말해주세요),10113861,[908],취.준.생. (나의 잘못이 아니라 말해주세요),GN0800,['박기영'],253992
253610,254007,"['GN0501', 'GN0502', 'GN0801', 'GN0509']",20160627,그리워 YOU,2693768,[789941],오 사랑 오 그대여 (Feat. Moody J),GN0800,['민스톤'],254007
253620,254017,"['GN0801', 'GN0803']",19990427,신촌블루스 베스트,309150,[101599],황혼,GN0800,['신촌 블루스'],254017
253660,254057,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20181019,사이,10213648,[1909276],Tickin`,GN0800,['모트 (Motte)'],254057
253676,254073,['GN0801'],20170124,가족이다 생각해보면,10033287,[944410],가족이다 생각해보면,GN0800,['달동네왈츠'],254073
253823,254220,"['GN1402', 'GN1401']",20170909,The Closest Thing to Home,4116278,[1707116],Pictures on a Wall,GN1400,['Ira Wolf'],254220
253849,254246,"['GN1403', 'GN1401']",20140317,Up Above My Head,4243539,[169118],Up Above My Head,GN1400,['Sister Rosetta Tharpe'],254246
253871,254268,"['GN0501', 'GN0502', 'GN0801', 'GN0509']",20170922,난 괜찮다 난 괜찮다,10098232,[967009],난 괜찮다 난 괜찮다 (Feat. 진안),GN0800,['쬬꼬렛맛쿠키'],254268
253919,254316,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20161208,"하_나, 세 번째",10021448,[875308],잘거예요?,GN0800,['그_냥'],254316
253926,254323,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20190914,사랑의 기술 Part.1 : 결혼에 대한 딜레마,10327910,[107560],결혼에 대한 딜레마,GN0800,['라이너스의 담요'],254323
253942,254339,"['GN1402', 'GN1401']",20001031,Rites Of Passage (Expanded Edition),99945,[160264],"Three Hits (Live From Eddie's Attic, Atlanta, GA)",GN1400,['Indigo Girls'],254339
253966,254363,"['GN1401', 'GN1404']",20160902,Tears,2709013,[678134],Tears,GN1400,['Jason Walker'],254363
253997,254394,"['GN1401', 'GN1407', 'GN1404']",20180309,Morgan Wallen,10148723,[994399],Up Down (Feat. Florida Georgia Line),GN1400,['Morgan Wallen'],254394
254025,254422,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20161107,고백,10012647,[1228876],널 보면 울까봐,GN0800,['열둘'],254422
254066,254463,"['GN1401', 'GN1404']",20130627,그대와 여는 아침 3,2190617,[19379],9 To 5,GN1400,['Dolly Parton'],254463
254112,254509,"['GN1401', 'GN1404']",20000814,Ode To Bobbie Gentry...The Capitol Years,317578,[44125],Ode To Billy Joe,GN1400,['Bobbie Gentry'],254509
254143,254540,"['GN0805', 'GN0801']",20140904,유승우,2266186,[699637],권태기 - 연인송 (Feat. BESTie 혜연),GN0800,['유승우'],254540
254201,254598,"['GN0805', 'GN0801']",20120221,Blah Blah,2083307,[184730],Blah Blah,GN0800,['타루'],254598
254204,254601,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20180916,로맨스,10204288,[724325],프라하,GN0800,['김사월'],254601
254222,254619,"['GN1402', 'GN1401', 'GN0901', 'GN0902', 'GN1001']",20111003,Every Kingdom,2017388,[536911],Old Pine,GN1400,['Ben Howard'],254619
254255,254652,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20140626,어서오세요 여름밤,2262926,[278766],어서오세요 다락방,GN0800,['헤르쯔 아날로그 (Herz Analog)'],254652
254256,254653,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20190322,밤수성,10264857,[1024487],사랑인 줄 알았어,GN0800,['새벽공방'],254653
254270,254667,"['GN0508', 'GN0501', 'GN0502', 'GN0801', 'GN0804']",20091103,시시콜콜한 이야기,711173,[254276],나는,GN0800,['양양'],254667
254277,254674,"['GN1402', 'GN1401']",20170728,Come All Ye - The First Ten Years (1968 To 1978),10088056,[104349],Who Knows Where The Time Goes? (Alternate Take),GN1400,['Fairport Convention'],254674
254335,254732,"['GN1401', 'GN1404', 'GN1405']",19680000,By The Time I Get To Phoenix,360121,[28059],Back In The Race,GN1400,['Glen Campbell'],254732
254364,254761,"['GN1401', 'GN1404']",20140207,Between The Bars,2232371,[646055],Between The Bars,GN1400,['The Civil Wars'],254761
254372,254769,['GN0801'],20140314,건전가요 베스트,2241895,[101012],행복을 주는 사람,GN0800,['해바라기'],254769
254373,254770,"['GN0805', 'GN0801']",20160603,그 두 번째 희망울림,2688781,[981293],비가오고 바람이 불어와,GN0800,['하눌타리'],254770
254407,254804,"['GN0805', 'GN0509', 'GN0502', 'GN0801', 'GN0501']",20101007,가을방학,1035872,[437760],호흡과다,GN0800,['가을방학'],254804
254412,254809,"['GN0501', 'GN0502', 'GN0801', 'GN0509']",20151028,계절의 空,2647130,[261492],불꽃놀이,GN0800,['랄라스윗 (lalasweet)'],254809
254435,254832,"['GN1401', 'GN1404']",20151211,Untamed,2655676,[836779],Mayday,GN1400,['Cam'],254832
254445,254842,"['GN0801', 'GN0803']",20060826,"김광석 다시부르기 1, 2 (Remasterd)",325943,[2960],나의 노래,GN0800,['김광석'],254842
254446,254843,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20160927,계절이 바뀔 때,10001177,[1183988],"스물둘, 겨울",GN0800,['뭉클 (Moonkle)'],254843
254460,254857,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20150615,기념일,2323919,[681456],기념일,GN0800,['스웨덴세탁소'],254857
254503,254900,"['GN0801', 'GN0802']",20111221,그건 너 / 촛불을 켜세요,2148248,[3466],그건 너,GN0800,['이장희'],254900
