artist,title,English_clean_lyric
  제이  ,빛,day day love heart heart end love cause hurt thousand tear goodbye day happiness heart love end love cause hurt thousand tear goodbye day happiness heart love heart heart take konw make let love know take see walk cry regret love know share cry regret love know share let love know take see walk precious last much alright much alright much away back away back much
  한예 (HANYE)  ,벌레,
  Garth.  ,Melt,commit quit quit cause heart hand call fear time time align space space body melting love melt love smoother honey intuition honey honey skin ride die call fear time time align space touch body love melt love time kiss love melt love game name touch body love melt love time kiss love melt love try fall adore take hold say win waste draw draw wait say win waste melt addict melt say play melt addict melt deep deep unsure physical physical steady skin skin skin skin physical steady sweet long alive steady sweet never never enough never alone never away never
  Chris Brown  ,Frustrated,girl top top baby right body need pre chorus girl girl girl girl girl girl girl girl girl girl chorus taurus limit charge taurus limit charge girl girl girl girl girl girl girl girl verse boat baby bullshit haha girl right baby body need girl pre chorus girl girl girl girl girl girl come baby girl girl chorus taurus limit charge charge taurus limit charge girl girl girl girl girl girl girl girl girl girl girl girl girl girl girl bridge wild bed chorus taurus wild taurus limit charge girl girl girl girl girl girl girl girl girl girl girl girl girl girl girl girl baby come come come come come come come come come come come get frustrate contain get get frustrate contain get come come come come come come come come let rock get baby come come come come come come come come come come get frustrate contain get get frustrate contain get come come come come come come come come come come come come come come come come get frustrate contain get come come come come come come come come come come come come come come come come come right haha right mon positive wild wild animal positive girl wild wild wild girl wild
  Janet Jackson  ,Just A Little While,baby nobody day distraction play fruit thinkin thing love dream fantasy truth clothes smell baby night morning thing play fruit thinkin thing love dream fantasy truth passion river end everything strawberry wild thinkin thing love dream fantasy truth everything make get get wait get lay touch stop get baby get dish love make take love sleep burn cause know lay touch stop get baby get dish love make take love know let tell baby play stop get baby get dish love make take love love love take love love tell let love good smile little little favorite makin ready little little little wild much favorite makin ready little little real makin ready little little little little little little always somewhere somewhere right long maybe anywhere right sometimes long maybe anywhere right sometimes anywhere right anywhere
  Whitney Houston  ,I Believe In You And Me,love one dream love river sea side pride chip love boy baby one inside fool way fool miracle love miracle baby dream baby see end lose leave hurt leave let place feel play yes come lose believe lose free right deep true free free eternally well far always never never never baby always around never always ever maybe forever
  정엽  ,나만의 것,
  Usher  ,Good Kisser (Disclosure Remix),minute baby watch world lot girl holla dollar nobody nobody nobody bang ross mcig nobody nobody cause umbrella money door money davis blue paper tint razor side case hand lean man peter pan plan homie fed chick telemundo face culo paper start kisser passport time leg baby kisser rain parade baby world lot girl holla dollar nobody nobody nobody bang girl hero euro franc yen starin barrel trigger chitty bang see devil girl compete mine mind lip winner kisser leg baby kisser rain parade thing flow control time floor mine baby night night night night leg baby kisser rain parade baby world lot girl holla dollar nobody nobody nobody bang make kiss guess make bet kiss kiss kiss talk smoke smell kiss kiss rebel stuff chase ring get exed move get kiss touch switch look get miss get kisser say kiss guess make bet kiss kiss kiss get check tell fire want tap retire get get kisser say listen run keep give give give keep keep give come give give kiss kiss keep kiss kiss kiss keep kiss kiss kiss keep kiss kiss kiss keep kiss get kisser say kiss guess make bet kiss kiss kiss bang usher true bang old clive dead dark picky little spanish fat little best good true bang dinero chitty lie good pretty inspired keeper good good good good good good good true still still pretty lipstick lipstick baby ever back right right right right lipstick
  Brian McKnight  ,When U R Lovin Me,feel desire everytime feel soul fire one baby soul give need song nothing nothing time nothing nothing love second time one baby soul give need song nothing nothing self cause way body cause nothing nothing nothing nothing burn wait get satisfy try tell felt love felt love kiss taste waste wait get satisfy try tell felt love felt love stay make felt felt felt felt felt lovin sure crazy first single sure crazy warm free hard next ive everytime never never never never far away else never never never never never
  Jane B  ,Workout,babe baby day love feelin baby day love feelin baby day love feelin call love think give love give knock give love give love give knock give love give knock babe long long long
  우근  ,좋은친구 (Feat. Youngmo),
  Cosmic Boy  ,"남아 (Feat. THAMA, SOLE, 김승민)",memory baby baby baby get get love scent rid baby weak baby baby perfectly alone
  The Jackson 5  ,Give Love On Christmas Day,people list gift time kind time year friend present store day man everything christmas day gift people smile hello air christmas joy year world sincere way thing word day man street couple need someone love christmas day gift world world love christmas day child knee room love love christmas day gift world world love love love christmas day make buy take give love bring love love find show say love know love love love special good near christmas happy great nod christmas great love little santa tree give great love even everywhere yes yes
  픽스  ,River Boy,river boy river boy river boy river boy river boy river boy river boy river boy take take take take take away away away away
  Yonko (욘코)  ,다,
  Dilli Jinn  ,어쩌다보니,
  Bridge  ,I Might,mind leavin house way street door bridge darlin grass greener side track thing chevrolet tomorrow night cadillac bridge darlin grass greener side track friend lie jump fryin pan fire bridge darlin grass greener side track set lock throw come cause count get bat drivin come cause teach cheat come cause key called back back back
  Eddie Shin  ,그때는 왜 몰랐었는지...,
  Daniel Merriweather  ,Chainsaw,verse everyone everyone side measure shot love chorus dirt shoulder fool lot givin givin chainsaw thing givin givin chainsaw thing verse thing string something wont thats daniel merriweather lyric www songlyrics chorus dirt shoulder fool lot givin givin chainsaw thing givin givin chainsaw thing verse love staring thing givin givin chainsaw thing givin givin chainsaw thing givn givin chainsaw givn givin chainsaw givn givin chainsaw givn givin chainsaw givn givin chainsaw givn givin chainsaw givn givin chainsaw givn see injure get cuttin cuttin remember start pull mention find get cuttin cuttin late feel late break put cuttin cuttin whole old open good open good good last last sure whole old open good open good enough enough cant open good open good apart back
  Jagged Edge  ,Let`s Get Married,playas tell mma heart chance love feel start year relationship thought altar dress girl altar dress girl girl emptiness home love anyone something baby wait night cause family repeat end see call let take make love put know make fall stand lose meet get feel confess let get get meet get feel confess let get marry say tire come make happen get think finish start think commit let start first real relevant white young girl married married white young frankly lady ready far apart well well long maybe forever
  이시몬  ,연애 (Feat. 업댓브라운),alright alright alright alright alright alright
  Shanell  ,So Good (Explicit Version) (Feat. Lil Wayne & Drake),way hole golf wayne world randy moss money shit bathroom door tune car hank gather ball til heart bone thong bra top queen king size ssy ckin tune get get muthaf skirt hyphen sale miss feeling arm night girl home cause boy everything time good good soooo gooood shirt song love guess thing king stunt advantage day shit action shit girl distraction body stripper student stripper student book something everything time good good soooo gooood song radio song radio song radio turn stereo cause song radio song radio turn stereo cause everything time good good soooo gooood mula baby drizzy pull strand lose catch feel get lock stop look bed make drop murk kilt cking know run get stay wish cause win rush see get get feel wait play love feel win prove get focus get tell prove know show suck teach see get get feel baby turn dedicate baby turn dedicate boy see get get feel many young hard soft top nice red dead lil nigga nigga pyshic priceless unveil enough long good good good good good good good good crazy know ready ready somethin good good good good good good good good good good good good good good young young somewhere long happen still
  케이시 (Kassy)  ,뻔해,
"  HAKI (하키) ,  ultimadrap (울티마 디랩)  ",How You,tell tell tell tell let know let know let know let know tell let know let know let know let know tell tell let know let know let know let know girl girl girl girl back
  이성은  ,"1,2,3,4 (원,투,쓰리,포)",liar game game game game game game game game say say say sick tired crazy crazy
  Bryson Tiller  ,You Got It,haha course song song chorus thing religion jean dream aye aye shop shop shopping bag shoe tag check girl mind chorus thing chorus thing religion jean girl dream verse someone deserve vision blurry searchin word occur mini skirt smile mind girl way cause door aye chorus thing thing make make chase hit need get get need get get need get get get need get pop blow set get let tell girl know struggle felt compel let know chase hit need need get get listen look say see hear divert know love pay saw come tell head tell hold hold let tell girl know felt compel let know bad lil true super clean good free verse necklace pre bad lil true super clean good free different separate somethin different pre usual outro bad lil bad still soon soon first soon therefore
  Majid Jordan  ,Body Talk,text call phone girl show eye baby baby heart lay word body talk body way word body talk body body talk body talk body body talk body talk body body talk body body talk body talk time day mind mind eye baby baby heart lay word body talk body way way word body talk body body talk body talk body body talk body talk body body talk body body talk body talk love love get say make mine show put come show let breathe let live show tell make show feel let know let let talk say say let let talk let talk get talk let talk slow blur hear help show show let breathe let live show tell make show feel let know let let talk say say let let talk let talk get talk let talk real handle speak much speak speak enough speak nothin real handle speak much speak speak enough speak livin free livin free really else rather really
  Daniel Caesar  ,Blessed,energy mess yes mess everything verse thing way insecurity word song stay chorus yes mess yes mess everything bridge home home home home home home home home home home home home home chorus yes mess yes mess everything surround feel bless stick need bless stick know feelin bless stick need bless stick know come come come come come come come come come come come come come bless stick need bless stick know unhealthy swear good wrong unhealthy swear good unhealthy swear good everywhere everywhere anywhere always back prey sometimes long always back back back back back back back back back back back back back back always back
  Mary J. Blige  ,Come To Me (Peace),thing side marry way heart restore freedom worry heart heart mess chance thing hand cause love way arm bring mine restore freedom worry heart restore freedom worry heart peace peace peace peace peace peace peace peace peace peace peace peace door hand love land air voice tear ear restore freedom worry heart peace peace peace peace peace peace peace peace peace peace peace peace peace fight everything right peace peace love change change scar stay mine seem try invite tell come carve miss happen get ashamed change prepare beg heal mend tell carve tell come carve make make make make take replace give let let love come carve make make make make make show make make last second easy cold slow fast light light whole much dry broke forever back
  Paloma Faith  ,Just Be,one world let let let way night moth home way frustration heartache anger wave nothing nothing shhh thing nerve frustration heartache anger wave nothing nothing shhh day voice door nothing nothing nothing nothing nothing shhhhh let get let expose see fly bear think wash sit let let unfold watch draw get wash sit tire walk sit say sit say old unhappy unhappy unprotected weak separate dreamy happy next let little next sick stay next next together forever else rather away together eventually away
  PARCO (파르코)  ,내일 해,baby baby baby girl baby baby baby baby baby baby baby baby baby baby umm
  박정현  ,이젠 그랬으면 좋겠네,
  모트 (Motte)  ,깊은 잠,sleep fall sleep sleep fall sleep sleep fall sleep sleep fall sleep sleep bye sleep sleep fall sleep sleep fall fall deep deep deep deep deep deep deep deep deep deep deep deep deep
"  Masego ,  Tiffany Gouche  ",Queen Tings,jones rashida danai gurira dome pull weed entice pull weed sharon leal hall bonnet lisa solange pull weed entice pull weed entice pull weed entice queen get put stay keep stay queen queen queen regina queen queen queen queen queen queen queen
  Charlie Wilson  ,Me And You Forever,verse time morning way sun eye love door time cause game lie cause chorus love end time day night side lovin vibe girl shoulder world together wing love flyin sky want cause aimin chorus bridge everything rise open smile cause get aim ask til turn stay makin grow goin ride touch get get let chorus perfect much selfish verse lil old high nothin long lonely forever forever anywhere long
  박재범  ,Go,pimp simp hashtag friend damn rodeo body car kim damn mud shxt work shirt hyphy shxt jay lit wherever ops koala drip fitness dxxk mouth ggwala mouth bxtch dxxk mouth lit building fan spinnin ceiling milli look tongue mama vibez lookin drama bottle bout problem designer fire love homies flaunt move silence chick attitude studio wait time move coach player business ggwala mouth bxtch dxxk mouth mouth bobblehead bxtch dash get give link get flip fxxk shit tone drown hold say fitness act make swear get win get rap get act good wide dirt poor commas uber outside bred highkey flex good bobblehead lowkey real reptilian brazilian good soju asian classy makin good bobblehead back peezy really really probably dxxk really south lookin even dxxk always dxxk
  MIUL (미울)  ,Horizon (feat. 이동우),light horizon dark horizon light horizon dark horizon know see turn scar know forget turn scar know still still still still still still still still
  Jane B  ,Faded (Feat. Sleek Jeezy),everytime night eye stay reason life candle dark time love way trouble problem thang matter day matter day side side side wing matter day matter day save understand fade keep till fade change make fade keep till fade get fall make god say get get fall save understand fade keep till fade change make fade keep till fade bright side delight precious satisfied happy satisfied high satisfied happy satisfied sometimes away never already already always
  Mroyalty  ,What If,thing body mistake listen creepin night thing body mistake fantasy try try satisfy baby day thing body mistake love tell tell give let see taste baby talk chase wait callin stop listen love tell tell give let see taste baby cought face boy try leave love tell tell give let see taste baby steady steady long away away late away
  Aretha Franklin  ,Chain Of Fools,aretha franklin party party chain chain chain chain chain chain chain chain chain chain chain chain chain chain chain chain fool year man link chain nothing fool chain chain chain chain chain chain chain fool chain link strength father home doctor lovin chain chain chain chain chain chain chain chain chain chain chain chain chain chain chain chain morning chain day chain chain chain chain chain chain chain fool chain chain chain chain fool chain chain chain chain chain chain chain cahin chain chain fool queen soul aretha franklin aretha franklin carey mariah start think find get treat mean treat get give tell leave say come say take add break take take ready long cruel weak weak easy strong fools alone much mariah
  Eric Benet  ,Still With You,pain candle prayer love eye love peace life day way eye love peace teardrop face love watch eye love peace eye love peace see light say sleep know know love suppose sleep know know roll know sleep know know sleep know know much close lonely heaven even far away always away still still close still always always close still still still
  휘성 (Realslow)  ,Against All Odds,trace breath one laughter pain tear one look space nothing left memory face look space odds reason one look space nothing left memory face look space look odds chance look let walk let leave take know walk watch cause share share know take remind take come get face make turn turn see cry say know take remind take wait get face take stand come get take take empty empty wish much many empty empty away really away even really back really still back
  SiR  ,The Recipe,fall mean word leader mean company fire fire fiendin rest rest recipe care recipe care control emotion time house rhythm speak devotion lookin stutter none fire fiendin rest recipe care recipe care mislead say playin follow get give make get compare cali think let let let let tell leave come tell mean compare cali think let let let let let let let let let let let let let let let happy next real real rhythm playin real last happy next real real well back back really girl never never girl never never ever really girl never never girl never never
  Adele  ,Lovesong,home fun word clean word word feel feel feel feel love love love love feel feel love love love love love love love love love whole young free alone alone alone alone however far away always however long always always always alone alone however far away always however long always always always however far away always however long always always always always
  맥케이 (McKay)  ,Angel 2 Me (Duet. Jeff Bernat) (International Ver.),lady show way sparkle eye love intuition goodbye love time nothing thing way something hand cause attention mind lady show way sparkle eye love intuition goodbye reason question fact life matter angel baby baby cheesin type way way something hand cause attention mind lady show way sparkle eye love intuition lady show way sparkle eye love intuition crazy tonight kiss feel lose say question show prove win need get get feelin explain take remind get kiss feel lose say get sing get see get feelin get feelin explain take remind get kiss feel lose say kiss feel lose say second please lucky girl full lucky girl full goodbye goodbye goin mine never lately still really away lovely really always never desperately lovely really always never never maybe
  Tuxedo  ,R U Ready,hook love baby kind sign whisper ear night way floor mind hook party night devil shoulder ride move baby verse cause way word let ask show let know watch watch watch get wind take get prepare take turn tell come get let know push take slow groove say let ready ready ready mine serious magic ready got outro ready ready ready almost well ever fast
  D`Angelo  ,"Lady (Live At The Jazz Cafe, London/1995)",matter fact bunch cause lady baby talk town everybody babe liquor store health food man lady job guy parking lot girl heart soul everybody lover lady tell divine lady lady lady tell look wish scratch tire hide try get make know know darling know see tell look rob treat look look lady itchin real little baby cold lady wonderful maybe maybe everyday
  Tinashe  ,Bated Breath,vain moment breath secret praying tomorrow forehead rain piece piece someone confession moment breath secret praying tomorrow forehead rain piece piece tell feel say wait bat hold take tell tell fall love live live belong save hop wait bat hold take tell tell fall love live live impossible possible impossible faded happy special faded still still still maybe maybe much faster ever forever ever ever ever still maybe maybe much faster ever forever ever ever ever
  Fergie  ,Get Your Hands Up (Non-LP Ver.),production hand hand hand hand hand hand hand fucker place hand ruckus warfare mosh shit place mon smash mon get arounds queen dutch lady year fergie ferg hand air mon hand mon hand hand mon hand hand mon hand hand mon hand hand hand hand hand hand hand break pea jock floor wall pocket mon hand mon hand hand mon hand hand mon hand hand mon hand hand hand hand hand hand hand fallin let money wall hand sky fist fist truck buck party butt shoe tune mon hand air palm air manos motherfuckin baby booty lady hit lay fill hand mon hand hand mon hand hand mon hand hand mon hand hand hand hand hand hand hand get throw get throw get throw get put put pit blazin put hand get throw get throw get throw get get throw get throw get throw get get get rock get get watchin get hand get throw get throw get throw get get throw get throw get throw get gucci get stack put put get make blaze make raise put give get give live look drill love get throw get throw get throw get get throw get throw get throw get noizetrip musical bananas ready hot bounce mon mon mon mon ready pathetic hesitant aggressive close mon mon sky rich rich big big big fresh new hot big bottle full mon mon mon mon everywhere right atmosphere bubbly lovely
  히피는 집시였다  ,대화,
  Luther Vandross  ,Always And Forever,moment dream somehow tomorrow life love change day way heart take time share tomorrow something thing phone magic day way heart take time share tomorrow come get win love tell care explain take give love tell care love love love true special smile sunshine second special smile always forever still ever away really together always forever forever forever forever always lonely away really together always forever forever always always forever forever forever forever forever forever forever always forever forever forever forever
  히피는 집시였다  ,순간,
  우창 (Woo Chang)  ,등대 (Feat. Ziigoo),
  Brandy  ,Another Day In Paradise - With Ray J,man street sir look start street day paradise day paradise man street blister sol foot walk day paradise day paradise lord nothing anybody something line face place cause fit think day paradise day paradise day paradise day paradise day paradise help sleep tell hear whistle embarrass think cause see cry get try think cause lord say tell see move cause cold somewhere back twice twice twice twice probably twice twice
  Stevie Wonder  ,Ebony & Ivory (Feat. Paul Mccartney),ebony ivory side side piano keyboard lord people ebony ivory side side piano keyboard lord living harmony ebony ivory people ebony ivory side side piano keyboard lord live give survive live give survive perfect harmony good bad alive perfect harmony ivory perfect good bad alive perfect harmony together ever together together ever together together
  Kevin Michael  ,It Don`t Make Any Difference To Me (Feat. Akil Dasan) (Acoustic Ver.),difference world cause heart love color difference generation family people people right difference world cause heart love color difference eye street whisper word fall girl difference world cause heart love color difference people fame difference world cause heart love color difference difference world cause heart love color difference believe mean get get look remember use say believe mean get feel tear remember believe mean get change run run know know know baby tell cause remember girl believe mean get believe mean get different black white everytime brown different always eachother still always eachother always eachother maybe really away ever ever always eachother always eachother
  브라더수  ,왜 하필,
  Sabrina Claudio  ,Rumors (feat. Zayn),heard dream way smile confidence style hand rumor kinda way rumor reality body temple pray sight way smile confidence style confidence style hand hold hand rumor kinda way rumor reality attention wastin time talkin everybody room face face rumor kinda way way rumor reality hear say see say say say say say say hold spread make say say let sing let confide say say say say say say hold spread make say say say say say hear get stop keep come find spread spread make say say say say say say close thinkin sinkin half good let true tonight
  Mary J. Blige  ,Love No Limit,baby need love sacrifice time thing joy love chorus limit baby need love touch everything drop chorus baby chorus tell recall worry give love get explode love stop love love love say love baby baby sure satisfied hard everyday much good last iwanna iwanna far clearly love pletely completely
  Corinne Bailey Rae  ,Put Your Records On,bird window need summer cinnamon girl dutch thing record favourite song sapphire jean dream sky sombre tea bar road side fool love record favourite song sapphire jean dream pity pity night record favourite song sapphire jean dream record favourite song sapphire jean dream sit tell worry come get alright change put let hair fade get let hair find sip relax get alright change put let hair fade get let hair find take keep awake think realise try put let hair fade get let hair put let hair fade get let hair find little sweet little double concrete wrong blue relax boys hairdo afraid strange strong long maybe sometimes ahead ahead somewhere somehow lonely maybe sometimes ahead ahead somewhere somehow even ahead ahead ahead ahead somewhere
  phem  ,SWEATER,intro verse sweater girl meaning wall crack bed attack sheep rack chorus rainbow color eye summer wish rainbow color sweater chorus sweater sweater sweater wrap sweater sweater sweater verse time hour phone feeling brain try try pre chorus rainbow color eye summer wish rainbow color sweater chorus sweater sweater sweater wrap sweater sweater sweater rainbow color eye mind rainbow color eye mind rainbow color eye mind rainbow color eye mind search lie count hold see see bother hold see see know get get keep come get promise fry hold see see bother hold see see know get get keep come get see see get see see hold see see get see see hold panic underwater underwater least warm least different last underwater underwater least warm least underwater underwater never never even still forever ever ever probably never back never even still forever ever ever probably never back
  EXO  ,가끔 (With You),
  제이  ,Baby Tonight,boy love heart tonight body ask night sweet candy bliss miss let time baby music control rhythm baby tonight night time kind boy love prove love kind baby ask night sweet candy bliss time baby music control rhythm baby tonight night time kind baby music control rhythm baby tonight night time kind music control rhythm baby tonight night time kind dream make see set take tonight let take let tonight hesitate love wait dream take tonight let take let tonight hesitate love wait let take let tonight hesitate love wait let take let tonight hesitate love wait baby free mine soft boy tonight mine soft tonight tonight tonight tonight right right
  Whitney Houston  ,Just The Lonely Talking Again,time boy afraid let forgiven tell heartbreak please time time share dream love boy love boy time lot lot night misery please need love boy love boy love boy love boy love boy love boy talk need believe confuse say make head pray tell talk talk get promise get talk fill tell win leave let come talk talk need know tell talk talk talk talk tell tell know need know talk talk know know second somethin darling different ready ready true lonely baby please ready ready ready ready ready ready got ready ready ready ready ready ready dont ready really lonely really lonely together forever even back really lonely really lonely really really lonely really lonely really lonely really lonely really really really really really
  Xavier Omar  ,Runnin` Round,day turn love plan door baby knock something girl pre chorus actin stop actin nothing talkin chorus round round quit lyin way way forth wait hung wait forcin man man ramp feel prison check prism call heart wall decision beam position beam baby baby pre chorus actin stop actin nothing talkin chorus round round quit lyin round round bridge honesty none none round round round chorus round round quit lyin man want stay show learn make come come stop change trust play runnin slow win tire ting ting ting sit listen get take take take see stop change trust play runnin slow runnin want get want get runnin slow understand runnin runnin open new stop runnin true true rude bad guard xavier new stop runnin true true runnin runnin runnin runnin true true yet well back highly well
  Jon B  ,Love Hurts,thing car thing happiness taste sadness cause love love hurt hurt people thing heart life summer rain train heart pain heart pain everybody everybody chorus love hurt hurt bridge cause pain chorus love hurt hurt repeat love feel heaven love feel run feel get use sure hurt work tell tell tear hit fill fill sing sing work stop say get work fade close strange warm cold good chorus good best sweet good alive much survive good much love good sometimes sometimes sometimes always love apart always love anyway yes always love
  Faith Evans  ,Ever Wonder (Feat. Mario Winans),baby door anything distance crazy man woman cry cry woman thing situation something body everytime door emotion wonderin woman cry cry woman thing feelin wantin trust guarantee way woman cry cry woman thing woman cry cry woman thing understand tell open say keep expect get keep wonder wonder wonder smile make jump open say mention get feelin win let say want wonder wonder wonder smile make smile put feel get keep communicate wonder wonder wonder smile make wonder wonder wonder smile make smile little different open tryin first clear real little smile ready crazy little aint glad little little lately much lately ever ever sometimes ever maybe early ignore baby ever ever sometimes ever ever ever sometimes ever ever ever sometimes ever
  Croosh  ,Tell Me,feelin way way time window hella outta state touch phone facetime song connection move friendship damn guess letter try cause work uhhh tell say know keep show fly blowin know keep hit talk showin shock know make lose get let know tell see work get get use know tell felt know see make uhhh low proud new wrong real really never aye always never always never right always woosh right never wassup maybe
  Boyz II Men  ,Please Don’t Go,baby sorry eye time feeling let slip see name name hand love heart heart please please cherish moment temptation day love head spin round round daze baby slip see chorus please mean hurt please see win let love turn leave call work come catch let think let love turn leave deep chorus please girl please right never slowly away away away often together away never away away
  Dwele  ,That`s The Way Of The World,way thing star night song heart bliss freedom someone star night nobody nobody love way nobody nobody nobody nighttime noone dream feeling star hope night nobody nobody love way nobody nobody nobody baby nobody arm charm surrender night tender others eye surprise feeling love capture happen know love felt hold let fly wait know give resist need fly feel come bring believe feel feel resist get treasure measure next close last good good happy good dreamin real whish last good good happy good good wish sweet warm deep effortlesly naturely ever long heard ever lonely ever
  태민 (TAEMIN)  ,MOVE,move rhythm move rhythm move rhythm move rhythm repeat repeat rhythm move rhythm rhythm move rhythm rhythm rhythm rhythm rhythm move get get get get get get get get get get get get get get get get get get get get get get get get
  Jclef  ,WAT`S YOUR HOUSE FOR,house house stand
  Boyz II Men  ,A Sunday Kind Of Love (Feat. Brian McKnight),kind love love night love sight cause kind love somebody love square somebody someone road kind love sunday kind love sunday dreaming sunday minute hour day kind lover way arm someone someone monday tuesday love life kind love monday tuesday wednesday thursday kind love sunday kind love kind love help sing seem find care nowhere dream scheme scheme hop discover show enfold keep cold hold sunday saturday first sunday lonely sunday certain warm sunday saturday sunday sunday sunday past
  Wayne Brady  ,I Ain`t Movin`,love roller coaster mystery history chance baby chance call plain romance day change time girl guy surprise movin girl deeply cause movin movin movin sure problem brother connection girl business tell cat chance baby chance call maybe plain romance day change time girl guy surprise movin girl deeply cause movin baby guarantee man knee hand sleet rain earthquake day change time girl guy surprise movin girl deeply cause movin fell keep ridin get suppose breathe head stubborn let play root suit get undiminished get find breathe whip let play root suit bend take tell wind leave move let play root suit flew high flat hard stupid fun cool unfinished struck sensitive fun changed ready snow hail fun right long still long still still
  Jacquees  ,B.E.D. (Remix) (Feat. Ty Dolla $ign & Quavo),aye gtv sayin water gettin sea remix jacquees chain nash chillin sea splash palm tree tree pull bee sheet weed day friend hoe domino diamond piece diamond couple band show quees quees flexin lil shawty homies remix bih quavo sangin dolla sangin jacquees hit love girl deal love girl deal dolla sign boat baby oil rub oil diamond nigga dolla dolla roll star ceiling promise catch feeling dolla jacquees love girl deal love girl deal life gettin jacquees wrist shit kid rain wrist shit kid rain wrist shit kid rain wrist shit kid rain diamond diamond chain dick baby champagne gtv sprite ice bath life gettin life gettin life gettin life gettin life gettin life gettin life gettin life gettin ride get addict keep honest sting sting barbados tornados fuckin smoke tell smokin hit tell say fallin get get lookin lookin break keep hold get keep grind get keep grind ride know want know motor look take win take win get keep grind get keep grind rain rain rain rain get get give till say make stunna much sick many dolla ign wet dive horn bumble first whatcha piece old rollie real real deep strokin baby young rich bad new tell real real fast rollie rollie rollie rolex big lil fast fast fast fast fast fast fast fast aye comfortably honestly rather still still niggas slowly slowly slowly slowly faster really really really really faster faster faster faster faster faster faster faster
  Joss Stone  ,Love Me,diggin bit love minute wait minute time believing presence friend hand man diggin bit love minute wait minute everytime street girl mine loving belongs presence friend hand man diggin bit love minute play bebo presence friend hand man diggin bit love minute love baby love yes love love diggin love duper wait minute know love care hold hold hold try tell try tell little mistaken little proud good little little little super super super yes super super always really still faithfully still faithfully still faithfully
  원써겐  ,Be My Day (Feat. 김호연),day baby way day day day baby way day hello hello hello hello hello baby day hello hello hello hello hello day day day make take let let make take let hello let hello let let let never
  코드 쿤스트 (CODE KUNST)  ,Treat Her Better (Feat. Niia),listen story fighting time club town god everything god friend think home friend friend friend friend villain story drink town thing woman god everything god friend think home friend friend friend friend girlfriend boyfriend baby friend friend friend girlfriend boyfriend baby friend friend friend friend friend tell lie ask joke smoke realize say try get stop treat treat treat treat make follow kid realize say try get stop treat treat treat treat treat treat crazy true close fair aware good good good good right clear true close fair aware good good good good good good right really together never ever never ever maybe still right really together never ever never ever never ever never
  플라이 투 더 스카이  ,중력 (Gravity),
  ELO  ,ROSE,tonight baby tonight baby come rise rise rise rise rise rise rise rise rise rise rise rise rise rise rise rise red kiss kiss kiss
  Organic Science  ,Desert,truth mirage desert lie right
  Amy Winehouse  ,Fool`s Gold (B Side),home dream man mark hand dress flower engagement security year wedding chorus fool gold fool excuse fool gold everything change life tail time wife notice ring fit time girl chorus gold sake hand break band fool gold fool excuse yes fool gold leave see plan win ring wait sell tell win chase waste hit take watch wed sell happy real many real good next last sure tooth real many real
  Sunday Off (썬데이오프)  ,SPACE BOY,eye eye star eye eye star space boy space boy eye eye star shin let know thinkin shin shin deep universe deep universe deep universe
  애즈원  ,Mama,
  범키  ,느껴 (My Everything),cause love cause home joy life everything everything pray thanks everything dark life cause love cause home joy life everything everything everything baby everything everything everything time cause soul love time cause home joy life everything cease see understand carry soul song everyday give hard soul song everyday bad good song everyday hard good evermore right rather rather
  CHAI (이수정)  ,Fallin`,fallin love time lovin fallin love someone way way pleasure pain fool love fallin love someone way love someone way use love felt give cause take fallin keep love fallin love love blue good confused much much sometimes sometimes never never back never still never still
  Mariah Carey  ,Fantasy (Bad Boy Fantasy) (Feat. O.D.B.),night sweet fine kind baby thing mind fantasy baby eye daydream baby image rapture creep head heart time time time fantasy baby eye daydream baby heaven boyfriend boyfriend beginning end fantasy baby eye daydream fantasy baby talk look darling know take take laugh dream sleep take hectic sweet sweet deep sweet sweet fantasy sweet sweet deep sweet sweet fantasy sweet sweet deep sweet sweet slowly faster
  Stevie Wonder  ,Fun Day (Album Version),day day day wee day day air tweeting bird sun day day joy child dust till dawn day share joy everyone share peace share joy share love day day urge break dawn day day radio favorite song day cause day park joy heart day place shade lover fun day day life day day day wee day celebration day calendar everyone day day day day peace joy love park joy heart day place shade lover fun day day life day celebration day calendar everyone solo dee fill sing play laugh get start play rub start dee set give believe come say live see see see start set give let solo let solo let solo fun fun fun fine fun fine bad wrong right tree fun fun love fun proud right tree love together even okay aside really aside
  폴킴  ,Game,everytime game right shame attention happiness game right shame chance baby mind game game shame lose want say lose set lose alright lonely crazy everyday sorry free lonely crazy lonely lonely
  마이큐(MY-Q)  ,funkUsummer (slowed ver.),bag summer baby seat fill body summer funk summer body tonight body summer funk summer bag summer baby seat fill body bgm body summer funk summer body tonight body summer funk summer get love funk make say say get love forever get baby pink let rock tonight funk make funk funk funk funk right rather pack away back forever ever pack away back ever
